"date","boxscore","team","home_or_away","opponent","win_or_loss","runs","runs_allowed","innings","win_loss_record","rank","games_behind","win","loss","save","time","day_or_night","attendance","streak","originally_scheduled","year"
"Monday, Aug 29","boxscore","HOU","@","PIT","W","2","0","None","61-70","8","15","Cuellar","Veale","None","2:09","N","13,011","+++++","None",1966
"Tuesday, Aug 30","boxscore","HOU","@","PIT","L","2","8","None","61-71","8","16","Fryman","Giusti","Mikkelsen","2:26","N","11,564","-","None",1966
"Wednesday, Aug 31","boxscore","HOU","@","PHI","L","5","10","None","61-72","8","17","Short","Bruce","None","2:37","N","9,420","--","None",1966
"Thursday, Sep 1","boxscore","HOU","@","PHI","L","1","3","None","61-73","8","17","Jackson","Farrell","None","2:23","N","8,974","---","None",1966
"Friday, Sep 2","boxscore","HOU","@","ATL","L","5","6","None","61-74","8","18.5","Carroll","Taylor","Niekro","2:33","N","None","----","None",1966
"Friday, Sep 2","boxscore","HOU","@","ATL","L","1","2","None","61-75","8","18.5","Jarvis","Zachary","None","2:00","N","9,145","-----","None",1966
"Saturday, Sep 3","boxscore","HOU","@","ATL","L","2","12","None","61-76","8","20","Vaughan","Giusti","Ritchie","2:45","N","None","------","None",1966
"Saturday, Sep 3","boxscore","HOU","@","ATL","L","4","6","None","61-77","8","20","Johnson","Cuellar","Carroll","2:13","N","19,908","-------","1966-07-15 (Rain)",1966
"Sunday, Sep 4","boxscore","HOU","@","ATL","L","0","2","None","61-78","8","21","Schwall","Bruce","Ritchie","2:06","D","11,799","--------","None",1966
"Monday, Sep 5","boxscore","HOU","@","STL","L","1","4","None","61-79","8","21","Gibson","Farrell","None","2:01","D","None","---------","None",1966
"Monday, Sep 5","boxscore","HOU","@","STL","W","6","0","None","62-79","8","21","Dierker","Carlton","None","2:22","D","18,308","+","None",1966
"Tuesday, Sep 6","boxscore","HOU","@","STL","W","4","3","None","63-79","8","20","Zachary","Briles","Raymond","2:30","N","9,283","++","None",1966
"Wednesday, Sep 7","boxscore","HOU","@","STL","L","5","6","None","63-80","8","20","Woodeshick","Cuellar","None","2:24","N","9,982","-","None",1966
"Friday, Sep 9","boxscore","HOU","@","LAD","L","0","7","None","63-81","8","21","Osteen","Bruce","None","2:08","N","28,561","--","None",1966
"Saturday, Sep 10","boxscore","HOU","@","LAD","L-wo","0","1","10","63-82","8","21","Regan","Cuellar","None","2:30","D","24,537","---","None",1966
"Sunday, Sep 11","boxscore","HOU","@","LAD","L","0","4","None","63-83","8","22.5","Koufax","Dierker","None","2:07","D","None","----","None",1966
"Sunday, Sep 11","boxscore","HOU","@","LAD","L","0","1","None","63-84","8","22.5","Miller","Zachary","Regan","2:13","D","42,978","-----","None",1966
"Tuesday, Sep 13","boxscore","HOU","None","PIT","L","3","9","None","63-85","8","24","Sisk","Giusti","Face","2:42","N","17,872","------","None",1966
"Friday, Sep 16","boxscore","HOU","None","PHI","W","6","4","None","64-85","8","24.5","Cuellar","Short","None","2:29","N","10,920","+","None",1966
"Saturday, Sep 17","boxscore","HOU","None","PHI","W","11","2","None","65-85","8","23.5","Dierker","Morris","None","2:42","D","10,291","++","None",1966
"Sunday, Sep 18","boxscore","HOU","None","NYM","W","9","2","None","66-85","8","22","Bruce","Ryan","None","2:28","D","None","+++","None",1966
"Sunday, Sep 18","boxscore","HOU","None","NYM","W","6","5","None","67-85","8","22","Giusti","McGraw","Raymond","2:24","D","14,890","++++","None",1966
"Monday, Sep 19","boxscore","HOU","None","NYM","L","0","1","10","67-86","8","23","Shaw","Zachary","None","2:24","N","7,206","-","None",1966
"Tuesday, Sep 20","boxscore","HOU","None","NYM","L","0","3","None","67-87","8","24","Fisher","Cuellar","None","1:55","N","8,576","--","None",1966
"Saturday, Sep 24","boxscore","HOU","None","SFG","L","5","9","13","67-88","8","24.5","Priddy","Zachary","None","3:45","D","31,173","---","None",1966
"Sunday, Sep 25","boxscore","HOU","None","SFG","W","5","4","None","68-88","8","23.5","Dierker","Hoeft","Latman","2:19","D","28,925","+","None",1966
"Wednesday, Sep 28","boxscore","HOU","@","CIN","L","1","7","None","68-89","8","24","Maloney","Giusti","None","2:25","N","None","-","None",1966
"Wednesday, Sep 28","boxscore","HOU","@","CIN","W","4","3","None","69-89","8","24","Cuellar","Davidson","Raymond","2:23","N","2,945","+","1966-09-27 (Rain)",1966
"Thursday, Sep 29","boxscore","HOU","@","CIN","W","3","2","None","70-89","8","24","Wilson","Nuxhall","Farrell","2:02","N","2,002","++","None",1966
"Friday, Sep 30","boxscore","HOU","@","NYM","L-wo","0","1","None","70-90","8","24","Fisher","Dierker","None","2:01","N","11,017","-","None",1966
"Sunday, Oct 2","boxscore","HOU","@","NYM","W","6","1","None","71-90","8","23","Zachary","Shaw","Raymond","2:50","D","None","+","None",1966
"Sunday, Oct 2","boxscore","HOU","@","NYM","W","8","2","None","72-90","8","23","Giusti","Gardner","Raymond","2:15","D","40,409","++","1966-10-01 (Rain)",1966
"Wednesday, Apr 12","boxscore","HOU","None","ATL","W","4","2","None","2-0","1","up 0.5","Dierker","Johnson","None","2:24","N","13,854","++","None",1967
"Thursday, Apr 13","boxscore","HOU","@","CIN","L","4","5","None","2-1","2"," 0.5","Pappas","Giusti","Abernathy","2:30","N","4,392","-","None",1967
"Friday, Apr 14","boxscore","HOU","@","CIN","W","8","2","None","3-1","1"," Tied","Wilson","Ellis","Raymond","2:40","N","9,315","+","None",1967
"Saturday, Apr 15","boxscore","HOU","@","CIN","L","3","7","None","3-2","5"," 1.0","Nolan","Zachary","Abernathy","2:59","D","4,711","-","None",1967
"Sunday, Apr 16","boxscore","HOU","@","STL","L","8","11","None","3-3","5"," 2.0","Gibson","Sembera","Carlton","2:34","D","21,557","--","None",1967
"Tuesday, Apr 18","boxscore","HOU","@","ATL","L-wo","2","3","None","3-4","6"," 3.0","Cloninger","Wilson","None","2:42","N","17,168","---","None",1967
"Wednesday, Apr 19","boxscore","HOU","@","ATL","L","1","4","None","3-5","6"," 4.0","Johnson","Giusti","Hernandez","2:16","N","11,544","----","None",1967
"Friday, Apr 21","boxscore","HOU","None","CIN","L","1","3","10","3-6","8"," 4.0","Abernathy","Raymond","Osteen","3:00","N","17,006","-----","None",1967
"Saturday, Apr 22","boxscore","HOU","None","CIN","L","2","7","None","3-7","8"," 5.0","Queen","Dierker","None","2:59","N","19,721","------","None",1967
"Sunday, Apr 23","boxscore","HOU","None","CIN","L","3","5","None","3-8","10"," 5.5","Pappas","Wilson","Abernathy","2:16","D","12,571","-------","None",1967
"Monday, Apr 24","boxscore","HOU","None","CIN","L","1","3","None","3-9","10"," 6.5","Ellis","Giusti","Abernathy","2:40","N","8,416","--------","None",1967
"Tuesday, Apr 25","boxscore","HOU","None","STL","L","0","4","None","3-10","10"," 6.5","Jackson","Zachary","None","2:04","N","10,622","---------","None",1967
"Wednesday, Apr 26","boxscore","HOU","None","STL","L","2","7","None","3-11","10"," 7.5","Carlton","Cuellar","Hughes","2:19","N","12,255","----------","None",1967
"Thursday, Apr 27","boxscore","HOU","None","STL","W","6","4","None","4-11","10"," 7.5","Dierker","Gibson","Raymond","2:55","N","11,315","+","None",1967
"Friday, Apr 28","boxscore","HOU","None","CHC","W-wo","5","4","13","5-11","10"," 7.5","Latman","Niekro","None","3:34","N","11,729","++","None",1967
"Saturday, Apr 29","boxscore","HOU","None","CHC","L","1","4","None","5-12","10"," 8.5","Holtzman","Giusti","None","2:29","N","18,216","-","None",1967
"Sunday, Apr 30","boxscore","HOU","None","CHC","L","1","4","None","5-13","10"," 9.0","Nye","Belinsky","None","2:11","D","10,951","--","None",1967
"Tuesday, May 2","boxscore","HOU","@","PHI","W","10","3","None","6-13","10"," 8.0","Cuellar","Jackson","None","2:42","N","4,568","+","None",1967
"Wednesday, May 3","boxscore","HOU","@","PHI","L","0","1","None","6-14","10"," 8.0","Short","Dierker","None","2:15","N","4,428","-","None",1967
"Thursday, May 4","boxscore","HOU","@","PHI","W","4","1","None","7-14","10"," 7.5","Farrell","Ellsworth","Sembera","2:25","N","3,591","+","None",1967
"Friday, May 5","boxscore","HOU","@","NYM","L-wo","2","3","None","7-15","10"," 8.5","Seaver","Raymond","None","2:42","N","12,745","-","None",1967
"Monday, May 8","boxscore","HOU","None","LAD","L","2","4","None","7-16","10"," 9.0","Osteen","Sembera","Perranoski","2:21","N","11,072","--","None",1967
"Tuesday, May 9","boxscore","HOU","None","LAD","W","5","2","None","8-16","10"," 8.0","Dierker","Sutton","Raymond","2:25","N","10,845","+","None",1967
"Wednesday, May 10","boxscore","HOU","None","LAD","L","1","5","10","8-17","10"," 9.0","Regan","Sembera","Brewer","2:49","N","13,850","-","None",1967
"Friday, May 12","boxscore","HOU","@","SFG","L","1","6","None","8-18","10"," 10.0","Marichal","Zachary","None","2:27","N","13,992","--","None",1967
"Saturday, May 13","boxscore","HOU","@","SFG","L","3","4","None","8-19","10"," 10.0","Linzy","Latman","Henry","2:18","D","42,555","---","None",1967
"Sunday, May 14","boxscore","HOU","@","SFG","L","6","11","None","8-20","10"," 12.0","Sadecki","Owens","Gibbon","2:54","D","None","----","None",1967
"Sunday, May 14","boxscore","HOU","@","SFG","L-wo","3","4","None","8-21","10"," 12.0","McCormick","Raymond","None","2:23","D","28,933","-----","None",1967
"Monday, May 15","boxscore","HOU","@","LAD","W","5","3","10","9-21","10"," 12.0","Sembera","Regan","None","2:56","N","15,529","+","None",1967
"Tuesday, May 16","boxscore","HOU","@","LAD","L","1","6","None","9-22","10"," 13.0","Osteen","Zachary","None","2:12","N","16,386","-","None",1967
"Wednesday, May 17","boxscore","HOU","@","LAD","L","0","7","None","9-23","10"," 14.0","Sutton","Cuellar","None","1:57","N","17,187","--","None",1967
"Thursday, May 18","boxscore","HOU","None","SFG","W","6","2","None","10-23","10"," 13.0","Dierker","Perry","None","2:21","N","13,319","+","None",1967
"Friday, May 19","boxscore","HOU","None","SFG","L","2","6","None","10-24","10"," 14.0","Bolin","Wilson","None","2:32","N","16,297","-","None",1967
"Saturday, May 20","boxscore","HOU","None","SFG","L","2","3","None","10-25","10"," 15.0","Marichal","Giusti","None","2:26","N","25,687","--","None",1967
"Sunday, May 21","boxscore","HOU","None","SFG","W","2","0","None","11-25","10"," 14.0","Cuellar","McCormick","None","1:59","D","19,841","+","None",1967
"Monday, May 22","boxscore","HOU","None","PIT","L","1","3","None","11-26","10"," 14.5","Sisk","Zachary","None","2:02","N","10,613","-","None",1967
"Tuesday, May 23","boxscore","HOU","None","PIT","W","8","3","None","12-26","10"," 14.0","Dierker","O'Dell","Schneider","2:28","N","10,572","+","None",1967
"Wednesday, May 24","boxscore","HOU","None","PIT","L","4","7","None","12-27","10"," 14.5","Face","Latman","None","3:04","N","13,140","-","None",1967
"Friday, May 26","boxscore","HOU","@","CHC","W","17","4","None","13-27","10"," 13.0","Giusti","Culp","None","2:59","D","3,915","+","None",1967
"Saturday, May 27","boxscore","HOU","@","CHC","W","2","1","None","14-27","10"," 13.0","Cuellar","Simmons","None","2:06","D","13,237","++","None",1967
"Tuesday, May 30","boxscore","HOU","@","PIT","W","3","2","None","15-27","10"," 13.0","Wilson","Ribant","None","2:18","D","None","+++","None",1967
"Tuesday, May 30","boxscore","HOU","@","PIT","L","3","4","None","15-28","10"," 13.0","Face","Sembera","None","2:30","D","32,986","-","None",1967
"Wednesday, May 31","boxscore","HOU","None","NYM","W","6","1","None","16-28","9"," 12.0","Giusti","Cardwell","None","2:30","N","12,005","+","None",1967
"Thursday, Jun 1","boxscore","HOU","None","NYM","W","4","1","None","17-28","9"," 12.0","Cuellar","Seaver","None","1:58","N","10,608","++","None",1967
"Friday, Jun 2","boxscore","HOU","None","PHI","L","3","5","None","17-29","9"," 13.0","Ellsworth","Zachary","Farrell","2:39","N","12,794","-","None",1967
"Saturday, Jun 3","boxscore","HOU","None","PHI","L","2","4","None","17-30","9"," 14.0","Bunning","Dierker","None","2:23","N","20,930","--","None",1967
"Sunday, Jun 4","boxscore","HOU","None","PHI","L","1","6","None","17-31","9"," 15.0","Farrell","Schneider","Hall","2:23","D","25,836","---","None",1967
"Monday, Jun 5","boxscore","HOU","@","STL","W","5","2","None","18-31","9"," 14.5","Giusti","Jaster","None","2:41","N","13,620","+","None",1967
"Tuesday, Jun 6","boxscore","HOU","@","STL","W","3","2","None","19-31","9"," 14.5","Cuellar","Washburn","None","2:02","N","13,750","++","None",1967
"Wednesday, Jun 7","boxscore","HOU","@","STL","W","17","1","None","20-31","9"," 13.5","Belinsky","Carlton","Raymond","3:04","N","13,752","+++","None",1967
"Thursday, Jun 8","boxscore","HOU","@","STL","L","2","6","None","20-32","9"," 13.5","Gibson","Dierker","None","1:57","N","14,093","-","None",1967
"Friday, Jun 9","boxscore","HOU","@","CIN","L","7","10","None","20-33","9"," 14.5","Arrigo","Raymond","Lee","2:43","N","13,447","--","None",1967
"Saturday, Jun 10","boxscore","HOU","@","CIN","L","4","9","None","20-34","9"," 15.5","Queen","Giusti","None","2:20","D","8,252","---","None",1967
"Sunday, Jun 11","boxscore","HOU","@","CIN","W","7","4","None","21-34","9"," 15.5","Cuellar","Pappas","Sembera","2:44","D","None","+","None",1967
"Sunday, Jun 11","boxscore","HOU","@","CIN","L-wo","4","8","None","21-35","9"," 15.5","Pappas","Sembera","None","2:45","D","23,722","-","None",1967
"Monday, Jun 12","boxscore","HOU","None","SFG","W","5","2","None","22-35","8"," 15.0","Dierker","Linzy","Raymond","2:14","N","18,328","+","None",1967
"Tuesday, Jun 13","boxscore","HOU","None","SFG","L","2","6","10","22-36","8"," 15.5","McCormick","Giusti","None","2:42","N","15,021","-","None",1967
"Wednesday, Jun 14","boxscore","HOU","None","SFG","W","7","4","None","23-36","8"," 14.5","Wilson","Perry","None","2:41","N","17,417","+","None",1967
"Thursday, Jun 15","boxscore","HOU","None","SFG","W","6","2","None","24-36","8"," 14.0","Cuellar","Bolin","None","2:15","N","21,264","++","None",1967
"Friday, Jun 16","boxscore","HOU","None","ATL","L","8","9","10","24-37","8"," 15.0","Ritchie","Schneider","Raymond","3:24","N","16,702","-","None",1967
"Saturday, Jun 17","boxscore","HOU","None","ATL","L","1","3","10","24-38","9"," 14.5","Raymond","Belinsky","None","3:10","D","12,970","--","None",1967
"Saturday, Jun 17","boxscore","HOU","None","ATL","W-wo","4","3","None","25-38","9"," 14.5","Blasingame","Bruce","None","2:45","N","24,191","+","None",1967
"Sunday, Jun 18","boxscore","HOU","None","ATL","W","2","0","None","26-38","9"," 13.5","Wilson","Niekro","None","2:35","D","19,199","++","None",1967
"Monday, Jun 19","boxscore","HOU","None","STL","L","4","5","11","26-39","9"," 14.0","Briles","Latman","None","3:08","N","23,953","-","None",1967
"Tuesday, Jun 20","boxscore","HOU","None","STL","L","2","6","None","26-40","9"," 15.0","Jaster","Belinsky","Willis","2:38","N","20,719","--","None",1967
"Wednesday, Jun 21","boxscore","HOU","None","CIN","L","2","3","None","26-41","9"," 16.0","Abernathy","Dierker","None","2:24","N","21,005","---","None",1967
"Friday, Jun 23","boxscore","HOU","@","CHC","L-wo","8","9","None","26-42","9"," 17.5","Hartenstein","Eilers","None","3:13","D","8,218","----","None",1967
"Saturday, Jun 24","boxscore","HOU","@","CHC","L","2","3","None","26-43","9"," 18.5","Jenkins","Cuellar","None","2:31","D","14,186","-----","None",1967
"Sunday, Jun 25","boxscore","HOU","@","CHC","L","1","4","None","26-44","10"," 18.5","Hands","Wilson","None","2:25","D","None","------","None",1967
"Sunday, Jun 25","boxscore","HOU","@","CHC","L","0","8","None","26-45","10"," 18.5","Niekro","Belinsky","None","2:29","D","31,733","-------","1967-05-28 (Rain)",1967
"Tuesday, Jun 27","boxscore","HOU","@","ATL","L","5","13","None","26-46","10"," 19.0","Cloninger","Blasingame","Kelley","3:02","D","12,744","--------","None",1967
"Wednesday, Jun 28","boxscore","HOU","@","ATL","W","4","2","None","27-46","10"," 18.0","Giusti","Niekro","None","2:45","N","11,953","+","None",1967
"Friday, Jun 30","boxscore","HOU","None","LAD","L","4","5","None","27-47","10"," 18.5","Osteen","Wilson","Perranoski","3:32","N","19,926","-","None",1967
"Saturday, Jul 1","boxscore","HOU","None","LAD","W","4","2","None","28-47","10"," 17.5","Cuellar","Perranoski","None","3:00","N","33,295","+","None",1967
"Sunday, Jul 2","boxscore","HOU","None","LAD","W-wo","5","4","None","29-47","9"," 17.0","Sembera","Regan","None","2:41","D","26,296","++","None",1967
"Tuesday, Jul 4","boxscore","HOU","@","PHI","L","0","9","None","29-48","10"," 18.0","Short","Giusti","None","2:32","N","None","-","None",1967
"Tuesday, Jul 4","boxscore","HOU","@","PHI","L-wo","3","4","11","29-49","10"," 18.0","Jackson","Latman","None","3:42","N","16,368","--","None",1967
"Wednesday, Jul 5","boxscore","HOU","@","PHI","L","2","3","None","29-50","10"," 18.0","Wise","Cuellar","Hall","2:45","N","7,547","---","None",1967
"Thursday, Jul 6","boxscore","HOU","None","CHC","W","4","3","None","30-50","10"," 18.0","Belinsky","Jenkins","Sembera","2:25","N","17,915","+","None",1967
"Friday, Jul 7","boxscore","HOU","None","CHC","W","11","5","None","31-50","10"," 18.0","Latman","Simmons","Eilers","3:04","N","18,945","++","None",1967
"Saturday, Jul 8","boxscore","HOU","None","CHC","W","3","1","None","32-50","10"," 18.0","Giusti","Culp","Cuellar","2:06","N","29,044","+++","None",1967
"Sunday, Jul 9","boxscore","HOU","None","CHC","W","6","0","None","33-50","10"," 17.0","Wilson","Nye","None","2:34","D","25,287","++++","None",1967
"Thursday, Jul 13","boxscore","HOU","@","SFG","L-wo","4","5","10","33-51","10"," 17.5","Linzy","Sembera","None","3:35","D","9,848","-","None",1967
"Friday, Jul 14","boxscore","HOU","@","SFG","W","8","6","None","34-51","9"," 17.5","Giusti","Marichal","Sherry","2:50","N","14,194","+","None",1967
"Saturday, Jul 15","boxscore","HOU","@","SFG","L","1","3","None","34-52","9"," 17.5","McCormick","Cuellar","None","2:18","D","14,214","-","None",1967
"Sunday, Jul 16","boxscore","HOU","@","LAD","W","4","1","None","35-52","9"," 15.5","Wilson","Osteen","Sherry","2:36","D","None","+","None",1967
"Sunday, Jul 16","boxscore","HOU","@","LAD","W","8","2","None","36-52","9"," 15.5","Blasingame","Brewer","Giusti","2:44","D","24,729","++","None",1967
"Tuesday, Jul 18","boxscore","HOU","@","NYM","L","2","4","None","36-53","10"," 16.0","Hendley","Belinsky","Reniff","2:22","N","15,573","-","None",1967
